"Id	Name"
"716	梅改 (うめ)"
"717	山汐丸改 (やましおまる)"
"718	玉波改 (たまなみ)"
"719	伊201改 (い201)"
"720	早潮改 (はやしお)"
"721	夏雲改 (なつぐも)"
"722	Brooklyn改 (ブルックリン)"
"723	Ranger改 (レンジャー)"
"724	Jean Bart改 (ジャン・バール)"
"725	夕暮改 (ゆうぐれ)"
"726	Heywood L.E.改 (ヘイウッド)"
"727	第百一号輸送艦改 (だいひゃくいちごう)"
"728	第二十二号海防艦改 (だいにじゅうにごう)"
"729	白雲改 (しらくも)"
"730	稲木改 (いなぎ)"
"731	C.Cappellini改 (コマンダンテ・カッペリーニ)"
"732	Drum改 (ドラム)"
"733	Valiant改 (ヴァリアント)"
"734	Phoenix改 (フェニックス)"
"735	Lexington改 (レキシントン)"
"736	榧改 (かや)"
"737	Richard P.Leary改 (リチャード・P・リアリー)"
"738	Norge改 (ノルゲ)"
"739	Eidsvold改 (アイツヴォル)"
"740	Glorious改 (グローリアス)"
"741	Glorious改 (グローリアス)"
"742	樫改 (かし)"
"743	長波改二補 (ながなみ)"
"744	朝霜改二補 (あさしも)"
"745	涼波改二補 (すずなみ)"
